Reference,WKT Polygon
AS-018287,"POLYGON ((145.021414157784 -37.9576434496415, 145.02156952151 -37.956909541632, 145.021541440021 -37.956878699972, 145.021770314779 -37.9569044484216, 145.021742213309 -37.9569210077317, 145.02158628517 -37.9576632873217, 145.021414157784 -37.9576434496415))"
AS-018288,"POLYGON ((145.000140062752 -37.9051181246831, 145.000432628294 -37.9037133987917, 145.000508824215 -37.9037219931733, 145.000214997367 -37.9051271484144, 145.000140062752 -37.9051181246831))"
AS-018289,"POLYGON ((145.01379376883 -37.9289116447614, 145.0138117297 -37.9288107469339, 145.013827669577 -37.9287215301538, 145.013827291627 -37.9287313464966, 145.013831363305 -37.928740697269, 145.013839352377 -37.9287482217331, 145.013850254752 -37.9287531820006, 145.013861592829 -37.9287546350709, 145.014862058353 -37.9288704711586, 145.014972212829 -37.9288569200874, 145.015076547293 -37.9288694045639, 145.015172770072 -37.9289212232165, 145.015153412318 -37.9290275948223, 145.015040861627 -37.9290583179253, 145.014936163937 -37.9290466383358, 145.014838563942 -37.9290079532936, 145.013830869414 -37.9288901024782, 145.013818444805 -37.9288909740941, 145.013807179002 -37.9288952897108, 145.013798564912 -37.9289025338358, 145.01379376883 -37.9289116447614))"
AS-018291,"POLYGON ((145.024791566454 -37.9504967577956, 145.024936905147 -37.9506578939071, 145.024581716587 -37.952336027118, 145.024493779839 -37.9523346401703, 145.024374218593 -37.9523327219238, 145.024413416976 -37.9523096797277, 145.024779752628 -37.9505214315667, 145.024791566454 -37.9504967577956))"
AS-018292,"POLYGON ((145.050329977523 -37.9858133644829, 145.050494254795 -37.9858572716653, 145.05061914394 -37.9859353105303, 145.050958913801 -37.9862490514928, 145.050828057695 -37.9863405132186, 145.050488338073 -37.9860248802709, 145.050325975247 -37.9859559524515, 145.050141336108 -37.9859371201944, 145.049960658041 -37.9859407022214, 145.049986573336 -37.9858047858558, 145.050158566347 -37.9857980859129, 145.050329977523 -37.9858133644829))"
AS-018290,"POLYGON ((145.024043323271 -37.9540802902084, 145.024372377938 -37.9525033717645, 145.024336234218 -37.952467619148, 145.02446896017 -37.9524709300856, 145.024551298834 -37.9524731241894, 145.024214874456 -37.9541001142838, 145.024043323271 -37.9540802902084))"
AS-018293,"POLYGON ((145.020368229644 -37.9141478610675, 145.020508197239 -37.913318345891, 145.020531498371 -37.9131832019189, 145.020650252183 -37.9130219078473, 145.020782773728 -37.9122068658347, 145.020782703262 -37.9122010070407, 145.020779226543 -37.9121906752077, 145.02080110354 -37.9120407279944, 145.020964769389 -37.9120582603973, 145.020944497464 -37.9122247260654, 145.02079555004 -37.913181606521, 145.020722704576 -37.9133700773839, 145.02058654095 -37.9141765868782, 145.020368229644 -37.9141478610675))"
AS-018294,"POLYGON ((145.02043764557 -37.9107691892905, 145.020529033697 -37.9106442025581, 145.020579431398 -37.9106990306106, 145.020594207295 -37.910712165948, 145.020610299447 -37.9107313612723, 145.020622816427 -37.9107523889038, 145.020630860762 -37.9107747831591, 145.020634459004 -37.9107975531981, 145.020569971229 -37.9112259661775, 145.020687015506 -37.9119686074718, 145.020692144733 -37.9119851851858, 145.020701630579 -37.9120004844381, 145.020714919059 -37.9120139552053, 145.020731461013 -37.9120248673108, 145.020750470235 -37.9120328470588, 145.020770028395 -37.9120373214733, 145.02080110354 -37.9120407279944, 145.020779226543 -37.9121906752077, 145.020771610931 -37.9121819859698, 145.020760637807 -37.9121754931737, 145.020708146442 -37.9121647873319, 145.02067486473 -37.9121545848838, 145.020644280101 -37.9121413638226, 145.020614704035 -37.912124464923, 145.020588604022 -37.9121051913389, 145.020565984891 -37.9120833629198, 145.020546948262 -37.9120594319627, 145.020531936842 -37.9120338565032, 145.0205..."
AS-018295,"POLYGON ((145.020036940595 -37.9160671852866, 145.020254225264 -37.914810735911, 145.020336298577 -37.9143290897957, 145.020591860028 -37.914360064514, 145.020554101112 -37.914381057302, 145.020267483973 -37.9160981001806, 145.020036940595 -37.9160671852866))"
AS-018297,"POLYGON ((145.017065821661 -37.9139797797483, 145.01709969573201 -37.9137730816282, 145.017129111983 -37.9138043974305, 145.018174285475 -37.9139169917706, 145.018930712871 -37.9139976799032, 145.01907547227 -37.9140120128633, 145.019051886408 -37.9141915793865, 145.01893483999 -37.91417879446, 145.017065821661 -37.9139797797483))"
AS-018296,"POLYGON ((145.020326727249 -37.9106170978055, 145.02042628641 -37.9099538892292, 145.020596679272 -37.9099663986111, 145.020499750173 -37.9106121688866, 145.020529033697 -37.9106442025581, 145.020326727249 -37.9106170978055))"
AS-018298,"POLYGON ((145.019051886408 -37.9141915793865, 145.01907547227 -37.9140120128633, 145.019227493897 -37.9140270086184, 145.020368229644 -37.9141478610675, 145.02058654095 -37.9141765868782, 145.021199471799 -37.9142426802522, 145.021711158042 -37.914440711582, 145.021679807156 -37.9146046479877, 145.021593003682 -37.9145966097504, 145.02151192871 -37.9145106264365, 145.021313089483 -37.9144343776871, 145.020591860028 -37.914360064514, 145.020336298577 -37.9143290897957, 145.019161673108 -37.9142036111457, 145.019051886408 -37.9141915793865))"
AS-018299,"POLYGON ((145.021679807156 -37.9146046479877, 145.021711158042 -37.914440711582, 145.021803703746 -37.9144764220973, 145.022761721611 -37.9146075162704, 145.022788460167 -37.9146072447126, 145.022814837993 -37.9146034525215, 145.022877116797 -37.9145843129467, 145.022914179556 -37.9145765549141, 145.022952169128 -37.9145724171268, 145.022990633134 -37.9145718018648, 145.023018337088 -37.9145737092869, 145.023420459912 -37.9146198471528, 145.023455491813 -37.9145987175043, 145.023441342736 -37.914685352633, 145.023425046508 -37.9147842076039, 145.023394466038 -37.9147537749589, 145.022997623664 -37.914710068776, 145.02296110453 -37.9147102661375, 145.022930507744 -37.9147144380464, 145.022857292014 -37.9147342048992, 145.022818557449 -37.9147406731776, 145.022779009764 -37.9147435230957, 145.022739669845 -37.9147428619276, 145.022700540111 -37.9147385995971, 145.021802123605 -37.9146160769335, 145.021679807156 -37.9146046479877))"
AS-018300,"POLYGON ((145.009988277673 -37.9054053238244, 145.010058488129 -37.9049944963869, 145.010092118164 -37.9048100549533, 145.010230885689 -37.9040496513936, 145.010263233076 -37.903862124205, 145.010401179369 -37.9030687235734, 145.010423481081 -37.9029374396986, 145.010450206143 -37.9027812681922, 145.01067443648 -37.9028126354162, 145.010654603584 -37.9029282807232, 145.010448461741 -37.904129749977, 145.01024766105 -37.9052086596613, 145.009988277673 -37.9054053238244))"
AS-018301,"POLYGON ((145.010450206143 -37.9027812681922, 145.010515871069 -37.9023996514421, 145.010539125757 -37.9022625260332, 145.010837684556 -37.9005344424711, 145.010962314011 -37.9005519593949, 145.011079578804 -37.9005684505257, 145.010935661628 -37.9013644549567, 145.010910818964 -37.9015014635114, 145.010687421309 -37.9027358950009, 145.01067443648 -37.9028126354162, 145.010450206143 -37.9027812681922))"
AS-018302,"POLYGON ((145.034397793501 -37.9787701773575, 145.034423783051 -37.9786239024232, 145.035781241423 -37.9792673981537, 145.03580957307 -37.9792808481871, 145.03572108666 -37.9793970619453, 145.035694108573 -37.9793840850846, 145.034397793501 -37.9787701773575))"
AS-018303,"POLYGON ((145.035870046113 -37.9794680387344, 145.035959340989 -37.9793513877861, 145.036859732238 -37.9797762732948, 145.036770143397 -37.9798954432795, 145.036738845317 -37.979882214293, 145.035870046113 -37.9794680387344))"
AS-018304,"POLYGON ((145.036916851914 -37.979961244542, 145.037005123994 -37.9798444856035, 145.03766195424 -37.9801556269919, 145.038755904591 -37.9802858036136, 145.038731087494 -37.980422546778, 145.037598102722 -37.9802873928518, 145.036945349234 -37.9799770400963, 145.036916851914 -37.979961244542))"
AS-018305,"POLYGON ((145.03619288904 -37.9531233587776, 145.036227285461 -37.9529514497411, 145.036247864104 -37.9529736015948, 145.038672230097 -37.9532519652433, 145.038702368234 -37.9532313805292, 145.038666272147 -37.9534074974857, 145.038646602721 -37.9533853612109, 145.036219829146 -37.9531074974921, 145.03619288904 -37.9531233587776))"
AS-018306,"POLYGON ((145.03382327888 -37.9818809390909, 145.03383044771 -37.9818128409414, 145.033840483242 -37.9817183866556, 145.033866661197 -37.9817485627744, 145.034120326371 -37.9817784873699, 145.034687740792 -37.9817669758449, 145.035410882694 -37.9818545782339, 145.035382187031 -37.9819913458965, 145.034672315591 -37.9819055872273, 145.034126994814 -37.9819168372501, 145.03382327888 -37.9818809390909))"
AS-018307,"POLYGON ((145.035382187031 -37.9819913458965, 145.035410882694 -37.9818545782339, 145.037377099181 -37.9820913478151, 145.037978035532 -37.9820524438922, 145.038372270479 -37.9821011060835, 145.038412606986 -37.9820785290128, 145.038397538662 -37.9821740712959, 145.0383828261 -37.9822690788126, 145.038355570401 -37.9822365426754, 145.037979025823 -37.9821905186432, 145.03758577703 -37.9822159472123, 145.037336367789 -37.982227013925, 145.035382187031 -37.9819913458965))"
AS-018308,"POLYGON ((145.038612433541 -37.9822961592349, 145.038627209252 -37.9822030451833, 145.038638310195 -37.9821324890311, 145.041817249449 -37.9825179138793, 145.041786898935 -37.9826531236796, 145.041695098752 -37.9826415017261, 145.04082157965 -37.982535211339, 145.040585614164 -37.9825073984505, 145.039726269055 -37.9824034088296, 145.039485909274 -37.9823738983842, 145.038649258941 -37.9822728926991, 145.038612433541 -37.9822961592349))"
AS-018309,"POLYGON ((145.035548069117 -37.9554035361909, 145.035577892676 -37.955386281366, 145.035883376351 -37.9538307428992, 145.036053017168 -37.9538540323637, 145.036036212585 -37.9539380108484, 145.035911300857 -37.9545769248353, 145.035875681179 -37.9547519673755, 145.035748499832 -37.9554076048768, 145.035771906253 -37.9554304348576, 145.035548069117 -37.9554035361909))"
AS-018310,"POLYGON ((145.044131005874 -37.9829386085348, 145.04415040778 -37.9828039368981, 145.044288870337 -37.9828205685637, 145.045242798974 -37.9829347485918, 145.045282946971 -37.9829106340335, 145.045245591814 -37.9830997981864, 145.045217454802 -37.9830703129159, 145.044267991593 -37.9829551255443, 145.044131005874 -37.9829386085348))"
AS-018311,"POLYGON ((145.041786898935 -37.9826531236796, 145.041817249449 -37.9825179138793, 145.04193073837 -37.9825316992533, 145.042833906435 -37.9826448731993, 145.04310526101 -37.9826777763989, 145.044001048664 -37.9827860424023, 145.04415040778 -37.9828039368981, 145.044131005874 -37.9829386085348, 145.044006730589 -37.9829236545587, 145.04304729738 -37.9828067595214, 145.042842564266 -37.982781813996, 145.041902417394 -37.9826676638148, 145.041786898935 -37.9826531236796))"
AS-018312,"POLYGON ((145.035883376351 -37.9538307428992, 145.036185207113 -37.9522921741985, 145.036158746844 -37.9522686624885, 145.036384056036 -37.9522954943646, 145.036354184945 -37.9523103154728, 145.036227285461 -37.9529514497411, 145.03619288904 -37.9531233587776, 145.03607073319 -37.9537657434938, 145.036053017168 -37.9538540323637, 145.035883376351 -37.9538307428992))"
AS-018313,"POLYGON ((145.007335193579 -37.9124443307722, 145.007363877411 -37.9122834172827, 145.007393088206 -37.9123137407114, 145.008715172996 -37.912448320832, 145.008700483685 -37.912588113847, 145.007335193579 -37.9124443307722))"
AS-018314,"POLYGON ((145.008700483685 -37.912588113847, 145.008715172996 -37.912448320832, 145.010737726081 -37.9126542993607, 145.010808826104 -37.9126624405366, 145.010789998775 -37.9128082017193, 145.008700483685 -37.912588113847))"
AS-018315,"POLYGON ((145.030726134882 -37.9455719093527, 145.030743288353 -37.9455687721205, 145.030758827003 -37.9455621834128, 145.030771824016 -37.94555275853, 145.030781357391 -37.9455409326197, 145.030786831938 -37.9455276870017, 145.031148175604 -37.9439148789894, 145.0311491194 -37.9439008365729, 145.031145276303 -37.9438870744937, 145.031137418485 -37.9438745068445, 145.031125749393 -37.9438640381981, 145.031111053219 -37.9438561322641, 145.031321820937 -37.9438810179433, 145.031364587279 -37.9438860593608, 145.031323883222 -37.9439103404105, 145.031141687119 -37.9447164490518, 145.031099212963 -37.9449050733366, 145.030951288972 -37.9455610800376, 145.030979813361 -37.945592377495, 145.030726134882 -37.9455719093527))"
AS-018316,"POLYGON ((145.010789998775 -37.9128082017193, 145.010808826104 -37.9126624405366, 145.010877318434 -37.9126702672298, 145.011155946997 -37.9127017424864, 145.01204456445 -37.9128021920141, 145.012243615065 -37.9128235786715, 145.012821587061 -37.9128861510292, 145.013026099547 -37.9129243903721, 145.013794944191 -37.9133420881457, 145.013706129904 -37.9134638686737, 145.013012781487 -37.9130853846448, 145.012811700231 -37.9130210693202, 145.010789998775 -37.9128082017193))"
AS-018317,"POLYGON ((145.030315968171 -37.9472991571166, 145.030329514026 -37.9472990235013, 145.030347810227 -37.9472957252359, 145.030364489184 -37.9472890655661, 145.030378628869 -37.9472794796356, 145.030389307256 -37.947267402588, 145.030396161445 -37.9472536393976, 145.030729824183 -37.945778969261, 145.030730957114 -37.9457663718874, 145.030728389286 -37.945751729983, 145.030721363662 -37.9457378244908, 145.030710417718 -37.9457258359269, 145.030695994418 -37.9457162222906, 145.030679216808 -37.9457095430849, 145.030660752939 -37.945706350195, 145.030959257753 -37.9457400050518, 145.030914582655 -37.9457595333898, 145.030761736362 -37.9464250096959, 145.030723826414 -37.9465960473168, 145.030564087901 -37.9473021405972, 145.03059592113 -37.9473331330844, 145.030315968171 -37.9472991571166))"
AS-018318,"POLYGON ((145.052630206869 -37.9705959192018, 145.052663766637 -37.9704029043196, 145.052695490909 -37.9704344298145, 145.0545764995 -37.9706641812639, 145.054548107602 -37.9708297966401, 145.054518188688 -37.970798842206, 145.052667680942 -37.9705735600288, 145.052630206869 -37.9705959192018))"
AS-018319,"POLYGON ((144.997718302916 -37.9054914732276, 144.997813945682 -37.905000882689, 144.99785142786 -37.9047971355293, 144.998249120606 -37.9027881683849, 144.998276007954 -37.902656334247, 144.998500877169 -37.9026890872583, 144.998361157343 -37.9033837644112, 144.998336293061 -37.9035206795154, 144.998081527897 -37.9048007805572, 144.998055719601 -37.9049263247769, 144.998033575259 -37.9050341783134, 144.997945918541 -37.905456776609, 144.997946235486 -37.9054660640363, 144.997951237857 -37.9054745300236, 144.997959709321 -37.9054808922373, 144.997970762385 -37.9054843245234, 144.997976896396 -37.9054846091335, 144.997718302916 -37.9054914732276))"
AS-018320,"POLYGON ((144.998276007954 -37.902656334247, 144.998300691732 -37.9025344655842, 144.998480668373 -37.9016131984187, 144.998503127285 -37.9014768731356, 144.998645635628 -37.9007084372433, 144.99886784168 -37.900738530808, 144.998852614903 -37.9008262259404, 144.998744837465 -37.9014252022392, 144.998722002393 -37.9015586374357, 144.998531100001 -37.9025348706909, 144.998510890791 -37.9026385217963, 144.998500877169 -37.9026890872583, 144.998276007954 -37.902656334247))"
AS-018321,"POLYGON ((144.998645635628 -37.9007084372433, 144.998739669902 -37.9002011464731, 144.998739879745 -37.9001933999873, 144.998784578565 -37.8999581440337, 144.998949698986 -37.8990558178872, 144.999062617638 -37.8990688225977, 144.99916759383 -37.8990811514379, 144.998993502302 -37.9000376658544, 144.998974060033 -37.9001466470345, 144.998885604003 -37.9006370007907, 144.99886784168 -37.900738530808, 144.998645635628 -37.9007084372433))"
AS-018322,"POLYGON ((144.999015237307 -37.8987061072174, 144.99915431916 -37.8979671703608, 144.999180079217 -37.8978306306323, 144.999352370092 -37.8969150881441, 144.999461126119 -37.8969263094405, 144.999575778401 -37.8969381715815, 144.999239966164 -37.8987310161425, 144.999129301929 -37.8987187708795, 144.999015237307 -37.8987061072174))"
AS-018323,"POLYGON ((144.999386225096 -37.8967315548017, 144.99972375099 -37.8949420726063, 144.999740100626 -37.8948506114325, 144.999969988287 -37.894877769353, 144.999949220793 -37.8949896120284, 144.999920391918 -37.8951261899638, 144.999787627456 -37.8958297294821, 144.999761327859 -37.8959652689462, 144.999611939459 -37.8967576512344, 144.999515692215 -37.896746462516, 144.999386225096 -37.8967315548017))"
AS-018324,"POLYGON ((144.999740100626 -37.8948506114325, 144.999761389822 -37.894732109005, 145.000101432871 -37.892962313289, 145.000117417942 -37.8928632759984, 145.000347503721 -37.8928744857725, 145.000332001572 -37.892955688131, 145.000132237022 -37.8940048600262, 145.000105440921 -37.894150394169, 144.999969988287 -37.894877769353, 144.999740100626 -37.8948506114325))"
AS-018325,"POLYGON ((145.000117417942 -37.8928632759984, 145.000129998261 -37.8927849978729, 145.00024363795 -37.8921953108304, 145.000268536937 -37.8920610089931, 145.000277894219 -37.8920009698263, 145.000433351474 -37.8911811132478, 145.000449374604 -37.8910806346502, 145.000678831082 -37.8911149029929, 145.00065893558 -37.8912198216823, 145.000366327598 -37.8927755868024, 145.000347503721 -37.8928744857725, 145.000117417942 -37.8928632759984))"
AS-018326,"POLYGON ((145.000449374604 -37.8910806346502, 145.000462351222 -37.8910002905027, 145.00047172106 -37.8909944118778, 145.000533799895 -37.8906668999104, 145.000581401283 -37.8903785230563, 145.000711341717 -37.8896945794177, 145.000740500549 -37.8895330443096, 145.000828273886 -37.8890710633445, 145.001095221451 -37.889594041954, 145.001084955694 -37.8895826029313, 145.001071644666 -37.8895744465092, 145.001056432264 -37.8895693217674, 145.001039763378 -37.889567596731, 145.001023224357 -37.889569478582, 145.001007840566 -37.8895748946222, 145.000995104189 -37.8895833294986, 145.000972259233 -37.8896165550822, 145.000957821008 -37.8896458682082, 145.000947788676 -37.8896762474692, 145.000692797861 -37.8910399826654, 145.000678831082 -37.8911149029929, 145.000449374604 -37.8910806346502))"
AS-018327,"POLYGON ((145.016140541703 -37.9517399349791, 145.016160865836 -37.9516486293723, 145.016418641812 -37.9503623291809, 145.016529694084 -37.9503758271284, 145.01662486207 -37.9503875251205, 145.01636575115 -37.9516728120013, 145.016347588621 -37.9517641541045, 145.016140541703 -37.9517399349791))"
AS-018329,"POLYGON ((145.016456301649 -37.950184984284, 145.016568244628 -37.9496322052071, 145.016587502551 -37.9494493231473, 145.016770238927 -37.9485237541338, 145.016857473512 -37.9485341466235, 145.016955596719 -37.9485458941555, 145.016776076722 -37.9494704363175, 145.01677426389 -37.949681728929, 145.016667493087 -37.9501945837163, 145.016695674335 -37.9502173177208, 145.01656583853 -37.9501998083845, 145.016456301649 -37.950184984284))"
AS-018328,"POLYGON ((145.015859849374 -37.9531330861306, 145.016120849301 -37.9518289082089, 145.016140541703 -37.9517399349791, 145.016347588621 -37.9517641541045, 145.016324422426 -37.9518807345326, 145.016065900485 -37.9531563878248, 145.015859849374 -37.9531330861306))"
AS-018330,"POLYGON ((144.988225306127 -37.8935281125064, 144.988255103157 -37.8933609144592, 144.990198956898 -37.893612575588, 144.990183962734 -37.8937164946054, 144.99016707941 -37.8937937067519, 144.988225306127 -37.8935281125064))"
AS-018331,"POLYGON ((144.988255103157 -37.8933609144592, 144.988225306127 -37.8935281125064, 144.986164811691 -37.8932463962886, 144.986158178622 -37.8930892091113, 144.988255103157 -37.8933609144592))"
AS-018332,"POLYGON ((144.990391057689 -37.8938162765552, 144.990406982477 -37.8937408503415, 144.990428423365 -37.8936382129124, 144.992266024777 -37.8938626123621, 144.992381753666 -37.8938764824024, 144.992349046814 -37.8940506610567, 144.992211940176 -37.8940325511806, 144.990391057689 -37.8938162765552))"
AS-018334,"POLYGON ((144.995176207459 -37.8943978726051, 144.995193160201 -37.8943053409904, 144.995211183513 -37.8942068798929, 144.996350973762 -37.8943497541844, 144.996578050869 -37.8943756092137, 144.997713971137 -37.894514619538, 144.997829932079 -37.8945283980671, 144.997788370605 -37.8947066631889, 144.997677173628 -37.8946933261522, 144.996538229449 -37.8945566971173, 144.996313955513 -37.8945280961138, 144.995176207459 -37.8943978726051))"
AS-018333,"POLYGON ((144.992349046814 -37.8940506610567, 144.992381753666 -37.8938764824024, 144.992492041365 -37.8938897187961, 144.993624795189 -37.8940233074427, 144.993852179312 -37.894050344473, 144.994986952842 -37.8941851259985, 144.99497084442 -37.8942758696308, 144.99495404786 -37.8943710172637, 144.993824717832 -37.8942283077959, 144.993558986302 -37.8942021488051, 144.992458052634 -37.8940650471331, 144.992349046814 -37.8940506610567))"
AS-018335,"POLYGON ((144.997788370605 -37.8947066631889, 144.997829932079 -37.8945283980671, 144.997939319942 -37.8945413437076, 144.99870126811 -37.8946325271034, 144.998906226022 -37.8946563793361, 144.999721760817 -37.8947551361084, 144.999761389822 -37.894732109005, 144.999740100626 -37.8948506114325, 144.99972375099 -37.8949420726063, 144.997904440649 -37.894720623738, 144.997788370605 -37.8947066631889))"
AS-018336,"POLYGON ((145.001346297503 -37.8953079433139, 145.00137090924 -37.8951674183414, 145.002399237582 -37.8952950937508, 145.002373593336 -37.895431816513, 145.0033558526 -37.8955475269649, 145.003365755372 -37.895538773415, 145.003353206101 -37.8956075901248, 145.003343619976 -37.8956593348758, 145.002350571303 -37.895538845164, 145.002196864604 -37.8954110629825, 145.001653764783 -37.8953469593822, 145.001346297503 -37.8953079433139))"
AS-018337,"POLYGON ((144.999920391918 -37.8951261899638, 144.999949220793 -37.8949896120284, 145.00137090924 -37.8951674183414, 145.001346297503 -37.8953079433139, 144.999920391918 -37.8951261899638))"
AS-018338,"POLYGON ((144.990410072348 -37.9199086345182, 144.989498432437 -37.9198036622932, 144.989483378518 -37.9198844197754, 144.990393484834 -37.9199914386093, 144.990410072348 -37.9199086345182))"
AS-018339,"POLYGON ((145.04724890452 -37.9792211303975, 145.047454627556 -37.9792470758854, 145.047292171676 -37.980127249337, 145.047117840364 -37.9801066912132, 145.047099236596 -37.9801041293147, 145.047075621605 -37.9800973388232, 145.047053681032 -37.9800875121776, 145.047034664309 -37.9800747602475, 145.047018680463 -37.9800592650782, 145.047006616024 -37.9800419425608, 145.046998577627 -37.980023064817, 145.046994885182 -37.9800034482097, 145.04699586815 -37.9799835487937, 145.047001277431 -37.97996417348, 145.047010982504 -37.9799459509153, 145.047024630023 -37.979929325812, 145.04704220327 -37.9799149287065, 145.0470623223 -37.9799032773763, 145.04709889796 -37.9798892859914, 145.047119808808 -37.9798778280352, 145.047138060056 -37.9798636224086, 145.04715261794 -37.9798470124096, 145.047163351946 -37.9798286266874, 145.047169790156 -37.9798090882206, 145.047277789812 -37.9792524299482, 145.04724890452 -37.9792211303975))"
AS-018340,"POLYGON ((145.019055769457 -37.9757524485642, 145.019076218385 -37.9757413483107, 145.019149147541 -37.9753788680263, 145.019144783166 -37.9752405562858, 145.019258335898 -37.9746839290411, 145.019297083828 -37.9744918232154, 145.019378012135 -37.974094242005, 145.019442221642 -37.9739628527166, 145.019515679492 -37.9735974972554, 145.019502799477 -37.9735811495192, 145.019706952713 -37.973605224472, 145.019689683332 -37.9736166487426, 145.019616487798 -37.9739892180348, 145.019552961316 -37.9741206189249, 145.019313929126 -37.9752669259402, 145.019320731907 -37.9753992409675, 145.019247232181 -37.975761801871, 145.0192622673 -37.9757784562851, 145.0191577739 -37.9757651611568, 145.019055769457 -37.9757524485642))"
AS-018341,"POLYGON ((145.001088840113 -37.9197204604856, 145.000974172732 -37.9196154185551, 145.001554938942 -37.9192191298884, 145.00189568529 -37.9189779079625, 145.00252763855 -37.9185393178108, 145.00272937847 -37.9184028818646, 145.00271218158 -37.9184204330154, 145.002708327806 -37.9184325333454, 145.002814313091 -37.9185263418583, 145.001257902547 -37.9196021260623, 145.001088840113 -37.9197204604856))"
AS-018343,"POLYGON ((145.01211758646 -37.9511777173723, 145.012376400944 -37.9498934268291, 145.012470311368 -37.9499052871535, 145.012549025091 -37.9499151783895, 145.012291957323 -37.9511854407017, 145.012305555812 -37.951200269387, 145.012208906385 -37.951188632971, 145.01211758646 -37.9511777173723))"
AS-018342,"POLYGON ((145.011820027945 -37.9526576255258, 145.012081445068 -37.9513574294246, 145.012182744071 -37.9513696852325, 145.012255679654 -37.9513786679703, 145.011993556242 -37.9526798438293, 145.011903730358 -37.952668322487, 145.011820027945 -37.9526576255258))"
AS-018344,"POLYGON ((145.012412944774 -37.9497156138771, 145.012545896732 -37.9490600106311, 145.012717158837 -37.949081558677, 145.012585730822 -37.949735565787, 145.012506881683 -37.9497264833369, 145.012412944774 -37.9497156138771))"
AS-018345,"POLYGON ((144.998340949813 -37.9086369617323, 144.998520905018 -37.9085061997869, 144.998519317947 -37.9085269897695, 145.000348506251 -37.9101479342689, 145.000180335248 -37.9102677247968, 144.998340949813 -37.9086369617323))"
AS-018346,"POLYGON ((145.013340772281 -37.9302455626885, 145.013353168023 -37.9302457720388, 145.013364748555 -37.9302424530682, 145.013374137082 -37.9302360331084, 145.013379944686 -37.9302273898699, 145.013639887448 -37.9287871184503, 145.0138117297 -37.9288107469339, 145.01379376883 -37.9289116447614, 145.013690418001 -37.9294755623563, 145.013655101124 -37.9296633099474, 145.013550046478 -37.9302354892985, 145.013548976441 -37.9302456544172, 145.013552239979 -37.930255442134, 145.013559638744 -37.9302637676987, 145.013570289629 -37.9302696249135, 145.013581826281 -37.9302721627669, 145.013340772281 -37.9302455626885))"
AS-018347,"POLYGON ((145.013639887448 -37.9287871184503, 145.0138939695 -37.9273739623424, 145.013979059266 -37.9273827885256, 145.014102491238 -37.927395776502, 145.014090098392 -37.927395477168, 145.01407863206 -37.9273987981448, 145.014069473824 -37.9274051319394, 145.014063896396 -37.9274136889881, 145.013962645853 -37.9279716046306, 145.013926851024 -37.9281687164334, 145.013827669577 -37.9287215301538, 145.0138117297 -37.9288107469339, 145.013639887448 -37.9287871184503))"
AS-018348,"POLYGON ((145.040354852402 -37.9738094808444, 145.040382740888 -37.9737924630164, 145.040819919 -37.9717449114102, 145.040791930473 -37.9717143461707, 145.041031526827 -37.9717413176414, 145.04099394696 -37.9717632207089, 145.040555508635 -37.973806967116, 145.040594542781 -37.9738374461179, 145.040354852402 -37.9738094808444))"
AS-018349,"POLYGON ((145.040816924589 -37.9715792273654, 145.040856963408 -37.9715547519426, 145.040918622868 -37.9712265835744, 145.040968366616 -37.9709184027416, 145.04093990402 -37.9708885505705, 145.041172959231 -37.9709173953158, 145.041138823429 -37.9709425098871, 145.041087692313 -37.9712643653983, 145.041028446887 -37.9715745507737, 145.041057987789 -37.9716066738, 145.040816924589 -37.9715792273654))"
AS-018350,"POLYGON ((145.013141587534 -37.9252828038944, 145.013164630191 -37.9251621662509, 145.013543816953 -37.9232132157786, 145.013714359288 -37.9232339385926, 145.013320377167 -37.9252678001438, 145.013304262813 -37.9253677378524, 145.013141587534 -37.9252828038944))"
AS-018351,"POLYGON ((145.012602180726 -37.9281320151388, 145.012825338883 -37.9269130812381, 145.013032617734 -37.9269345158171, 145.012808618363 -37.9281552382684, 145.012602180726 -37.9281320151388))"
AS-018352,"POLYGON ((145.012204844475 -37.9301106627437, 145.012243913361 -37.9300878926049, 145.012602180726 -37.9281320151388, 145.012808618363 -37.9281552382684, 145.012443804134 -37.9301431774587, 145.012204844475 -37.9301106627437))"
AS-018354,"POLYGON ((145.012852683165 -37.9267763854648, 145.012891101699 -37.9267523424571, 145.012955138831 -37.9263979135749, 145.013121981472 -37.9253856564538, 145.013141587534 -37.9252828038944, 145.013304262813 -37.9253677378524, 145.013284985024 -37.9254879885213, 145.01310313222 -37.926525405279, 145.013055613721 -37.9267987378298, 145.012852683165 -37.9267763854648))"
AS-018353,"POLYGON ((145.013543816953 -37.9232132157786, 145.013797041843 -37.9219114284356, 145.013770602224 -37.9218793510235, 145.014011406649 -37.9219057655073, 145.01396748695 -37.9219314282776, 145.013714359288 -37.9232339385926, 145.013543816953 -37.9232132157786))"
AS-018355,"POLYGON ((145.011126575598 -37.9213891419495, 145.011162383769 -37.9213647849804, 145.0115682227 -37.9191664868525, 145.011541475427 -37.9191332322282, 145.011775965204 -37.9191614369156, 145.011738905145 -37.9191858630525, 145.011332870076 -37.9213874027076, 145.011367560984 -37.9214171869869, 145.011126575598 -37.9213891419495))"
