Reference,WKT Polygon
AS-018356,"POLYGON ((145.036670036681 -37.9922832261874, 145.036701905576 -37.9921172236701, 145.039212590766 -37.992422262407, 145.039251017476 -37.9924288509431, 145.039427068022 -37.9924499903622, 145.039341563364 -37.9925179539427, 145.039244891931 -37.9925947428458, 145.036670036681 -37.9922832261874))"
AS-018357,"POLYGON ((145.018472210223 -37.9458574156619, 145.01849982404 -37.9458419302517, 145.018819137164 -37.9440881435442, 145.019024271359 -37.9441192645142, 145.019008630391 -37.9441253993569, 145.01899541438 -37.9441344587718, 145.018985550212 -37.9441458275551, 145.018979621125 -37.9441589748315, 145.018670853342 -37.945863465644, 145.018690976962 -37.9458853425026, 145.01857268985 -37.9458702829106, 145.018472210223 -37.9458574156619))"
AS-018358,"POLYGON ((145.024796719067 -37.9415336620715, 145.024817361133 -37.9414469559709, 145.024837241018 -37.9413887139474, 145.024861307554 -37.9413313532746, 145.024889773744 -37.9412754182271, 145.024922300768 -37.9412208129954, 145.024958876564 -37.9411679879572, 145.024998564678 -37.9411179186682, 145.02500794322 -37.9411033871209, 145.025011148453 -37.9410899234328, 145.02501003398 -37.9410762970947, 145.025004348208 -37.9410634050492, 145.024994640545 -37.9410519774547, 145.024981566906 -37.9410430166079, 145.025233788268 -37.9411682782643, 145.025216477669 -37.941164563194, 145.02519827685 -37.9411643477267, 145.025180662017 -37.9411677467641, 145.025164664062 -37.9411745072648, 145.025152480216 -37.9411833143702, 145.025109629549 -37.9412367550462, 145.025075514713 -37.9412869179514, 145.025045678553 -37.94133877479, 145.025019903242 -37.9413919614406, 145.024998304938 -37.94144638974, 145.024981232107 -37.9415017951915, 145.024968466923 -37.9415578136726, 145.024721973728 -37.9428546891927, 145.0247210..."
AS-018359,"POLYGON ((145.024625838142 -37.959966843042, 145.024664217683 -37.9599447783587, 145.024932910683 -37.9586418814882, 145.024894485301 -37.9583598023741, 145.025115644657 -37.9573056389503, 145.025201656505 -37.9573153740081, 145.02528664932 -37.9573249116592, 145.02507077001 -37.9583605099844, 145.025109044053 -37.9586482638452, 145.02483075713 -37.9599907413762, 145.024738395305 -37.9599799981968, 145.024625838142 -37.959966843042))"
AS-018360,"POLYGON ((145.013491175769 -37.9378066376905, 145.013533948581 -37.9377816768289, 145.013675532181 -37.9369604920901, 145.014063612931 -37.9370084085322, 145.014154015756 -37.9365412382321, 145.014325840004 -37.9365619821003, 145.014235542265 -37.9370295147835, 145.014258886396 -37.9370330629664, 145.014237969724 -37.937167614441, 145.01386190514 -37.93711710785, 145.013820543699 -37.9371403804553, 145.013704667004 -37.9378055570374, 145.013733195583 -37.9378363179767, 145.013618082846 -37.9378222083017, 145.013491175769 -37.9378066376905))"
AS-018361,"POLYGON ((145.029309423317 -37.9880807015827, 145.029447801171 -37.9873602894157, 145.029417106867 -37.9873286848973, 145.029553793781 -37.9873437722435, 145.029659940136 -37.9873555540243, 145.029619087439 -37.987380192032, 145.029502985025 -37.9880086087037, 145.029484685548 -37.9881052669767, 145.029309423317 -37.9880807015827))"
AS-018362,"POLYGON ((145.007009971613 -37.9009419726843, 145.006965430957 -37.9007971211082, 145.009369825295 -37.9010904222885, 145.009514956873 -37.9011236976302, 145.010237801299 -37.901204593118, 145.010252460192 -37.9011248170642, 145.010283741569 -37.9011457125134, 145.010247534494 -37.9013457007977, 145.009518929958 -37.9012632660385, 145.009338556066 -37.9012252490655, 145.007009971613 -37.9009419726843))"
AS-018364,"POLYGON ((145.026369030325 -37.9842897579069, 145.026417987057 -37.9840178881953, 145.026722505386 -37.9838837698176, 145.026828965295 -37.9838113908686, 145.02688081513 -37.9839712259139, 145.026576301529 -37.9841051645466, 145.026539831133 -37.9843062323742, 145.026369030325 -37.9842897579069))"
AS-018363,"POLYGON ((145.040770672572 -37.981542632389, 145.041353241909 -37.9785031594764, 145.04152495009 -37.9785236824119, 145.040949034879 -37.9815486682548, 145.040961935446 -37.9815644733303, 145.040770672572 -37.981542632389))"
AS-018365,"POLYGON ((145.042268095567 -37.963018799786, 145.04229683496 -37.96286671073, 145.044431080463 -37.9631274223384, 145.044406027183 -37.9632651545866, 145.042288820131 -37.9630056272998, 145.042268095567 -37.963018799786))"
AS-018366,"POLYGON ((145.025887261966 -37.9861092251872, 145.025911617187 -37.9861096341162, 145.026053735242 -37.9860111802624, 145.026162783491 -37.9853920207501, 145.025941863526 -37.9851935708055, 145.026026719946 -37.984678359661, 145.026337470084 -37.9844647743971, 145.026369030325 -37.9842897579069, 145.026539831133 -37.9843062323742, 145.026499091178 -37.9845306587177, 145.026182726374 -37.9847498274696, 145.026118983627 -37.985148512565, 145.026347991946 -37.9853510630652, 145.026215418039 -37.9860833741569, 145.026025284453 -37.9862103098163, 145.026022857526 -37.9862328882169, 145.025887261966 -37.9861092251872))"
AS-018367,"POLYGON ((144.988050942572 -37.9063205419729, 144.988068370521 -37.9062318948252, 144.988083936963 -37.9061531286773, 144.990127405522 -37.9063843289587, 144.990088664871 -37.9065415516362, 144.988063740588 -37.906314182307, 144.988050942572 -37.9063205419729))"
AS-018368,"POLYGON ((145.008469809237 -37.9559666061028, 145.00861532098 -37.9558928317422, 145.009733159951 -37.9571338219269, 145.009590371695 -37.9572120594369, 145.009303809755 -37.9568949561249, 145.008827701005 -37.9563689075216, 145.008469809237 -37.9559666061028))"
AS-018369,"POLYGON ((145.028669750985 -37.9887735146073, 145.029232787562 -37.9884851198782, 145.029309423317 -37.9880807015827, 145.029484685548 -37.9881052669767, 145.029466572136 -37.9881992248792, 145.02939109269 -37.9885689679468, 145.028783620458 -37.9888796881566, 145.028769805177 -37.9889193779703, 145.028669750985 -37.9887735146073))"
AS-018370,"POLYGON ((144.990088664871 -37.9065415516362, 144.990127405522 -37.9063843289587, 144.992565368886 -37.9066600744873, 144.992604648379 -37.906637674788, 144.992572083154 -37.9068398818389, 144.992554693803 -37.9068184978193, 144.990088664871 -37.9065415516362))"
AS-018371,"POLYGON ((144.999743946456 -37.9026938254197, 144.999770657941 -37.9025683862181, 145.001389206921 -37.9027728805399, 145.001962872329 -37.9028400282299, 145.0019395561 -37.9029746274324, 145.000134752085 -37.9027391288332, 145.000134083708 -37.9027428122656, 144.999743946456 -37.9026938254197))"
AS-018372,"POLYGON ((145.006747607401 -37.9540500339285, 145.006987377395 -37.9540805916267, 145.007683319733 -37.9548517934691, 145.007942016417 -37.9551423850632, 145.008305951359 -37.9549373163976, 145.008311810325 -37.954943723763, 145.007948414965 -37.9551498829817, 145.008495349965 -37.9557584193787, 145.008347974398 -37.9558337841231, 145.006747607401 -37.9540500339285))"
AS-018373,"POLYGON ((144.998510890791 -37.9026385217963, 144.998531100001 -37.9025348706909, 144.999054758722 -37.9026005510433, 144.999089860101 -37.9026062846489, 144.999609911477 -37.9026708197885, 144.999587487721 -37.9027765061309, 144.998510890791 -37.9026385217963))"
AS-018374,"POLYGON ((145.048284417427 -37.9716039183109, 145.04830710575 -37.971594021586, 145.048689567616 -37.9696607885514, 145.048861200567 -37.9696834621416, 145.048476438873 -37.9716306256833, 145.048284417427 -37.9716039183109))"
AS-018375,"POLYGON ((145.026617648512 -37.9397798253521, 145.026630751492 -37.939770673042, 145.026640386419 -37.939759299744, 145.026646083884 -37.9397462382844, 145.026911145338 -37.9383957792824, 145.026964963428 -37.9381320991731, 145.026966312768 -37.93812419153, 145.026965209998 -37.9381101148133, 145.026959540948 -37.9380965923184, 145.026950072861 -37.9380847183161, 145.026936788877 -37.9380751233401, 145.026921153101 -37.9380683726496, 145.027059485821 -37.9380823181015, 145.027182614178 -37.9380946566279, 145.027143315454 -37.9381175179724, 145.027037832016 -37.9386495103955, 145.027000742996 -37.9388365114039, 145.026806496198 -37.9398154356021, 145.026794561333 -37.9399000352562, 145.02678762049 -37.9399170410015, 145.026777528202 -37.9399284967554, 145.026764088814 -37.9399374632044, 145.026617648512 -37.9397798253521))"
AS-018376,"POLYGON ((145.006037575344 -37.9050042823724, 145.006063768352 -37.9048681990869, 145.006874561378 -37.9049786323983, 145.007400433464 -37.9050601738977, 145.00744887044 -37.904858321135, 145.007471830025 -37.9045974608488, 145.007649054363 -37.9052416443066, 145.00736977029 -37.9051976236683, 145.007243733944 -37.9051771952981, 145.006847796531 -37.9051148864251, 145.006037575344 -37.9050042823724))"
AS-018377,"POLYGON ((145.015615667266 -37.9294084770632, 145.01594458309 -37.927635300464, 145.015944050998 -37.9276254687605, 145.01620096777 -37.9274976004203, 145.015841255691 -37.9294431924498, 145.015615667266 -37.9294084770632))"
AS-018378,"POLYGON ((145.01539312357 -37.930479004338, 145.015405042802 -37.930475780997, 145.015414656213 -37.9304694547835, 145.015421034639 -37.9304607309558, 145.015422796323 -37.9304544525062, 145.015615667266 -37.9294084770632, 145.015841255691 -37.9294431924498, 145.01564472885 -37.9305067694997, 145.01539312357 -37.930479004338))"
AS-018379,"POLYGON ((145.002011494413 -37.9408133155532, 145.002045812139 -37.9406343865979, 145.00434640382 -37.940912522186, 145.004615294769 -37.9411858114054, 145.004616436253 -37.9411898860104, 145.004632366202 -37.941194121381, 145.004376178625 -37.9413051240147, 145.004212114513 -37.941081374741, 145.002011494413 -37.9408133155532))"
AS-018380,"POLYGON ((145.004497458965 -37.9407253899236, 145.004733401608 -37.9407065030457, 145.004731386132 -37.9407179136452, 145.004947812635 -37.9409788673234, 145.007093436466 -37.9412362072704, 145.007057037035 -37.9414168147564, 145.007020742705 -37.941412414886, 145.004794522124 -37.9411519040796, 145.004497458965 -37.9407253899236))"
AS-018381,"POLYGON ((145.009899396312 -37.9417765643555, 145.009902062351 -37.9417621007068, 145.009936758686 -37.9415811029922, 145.01107499833 -37.9417210220319, 145.011061916187 -37.941792623683, 145.011042623212 -37.9419004372637, 145.009920216996 -37.9417640299771, 145.009899396312 -37.9417765643555))"
AS-018382,"POLYGON ((145.007057037035 -37.9414168147564, 145.007093436466 -37.9412362072704, 145.007320099818 -37.9412660011165, 145.008027566044 -37.9413492668722, 145.009709669241 -37.9415543709245, 145.009670433466 -37.9417264603336, 145.009669147817 -37.9417319356848, 145.008016300368 -37.9415304805676, 145.00728557428 -37.941444657863, 145.007057037035 -37.9414168147564))"
AS-018383,"POLYGON ((145.040912270129 -37.9875968447391, 145.040934405008 -37.987466725158, 145.043089186194 -37.9877352896252, 145.04307723966 -37.9877863669747, 145.043061965357 -37.987851266848, 145.042094245703 -37.9877396324951, 145.041893136671 -37.9877234868218, 145.040912270129 -37.9875968447391))"
AS-018384,"POLYGON ((145.048301622276 -37.9588747693204, 145.048360387144 -37.9589594630402, 145.048418265836 -37.9590432408574, 145.048371437231 -37.9590321904303, 145.048098498803 -37.9591525625475, 145.04808224745 -37.9591602230931, 145.048061055602 -37.9591739295767, 145.048042980123 -37.959190301168, 145.048017637241 -37.9592232237358, 145.048001529213 -37.9592383663414, 145.047981961106 -37.9592509282432, 145.047959966386 -37.9592605661266, 145.047936128215 -37.9592667489691, 145.04791135675 -37.9592694918776, 145.047886223228 -37.9592687142166, 145.047861753964 -37.9592643429055, 145.047838515422 -37.9592564774647, 145.04781774953 -37.9592454989776, 145.047799674285 -37.9592317715315, 145.04778485138 -37.959215574802, 145.047774285656 -37.959197646405, 145.047767737645 -37.9591784329504, 145.047765754722 -37.9591587545763, 145.047768327343 -37.9591389715915, 145.047775320267 -37.9591198928018, 145.047786716793 -37.9591021487464, 145.047801706223 -37.9590862666672, 145.047820160475 -37.9590727851375, 145.047841..."
AS-018385,"POLYGON ((145.044341313621 -37.9877878444588, 145.044560559928 -37.986610606386, 145.044638611565 -37.9862010639618, 145.044862618079 -37.9862338066061, 145.044717371211 -37.9869999936973, 145.044691070804 -37.9871371639915, 145.044581597476 -37.9877180356785, 145.044563516709 -37.9878157815525, 145.044341313621 -37.9877878444588))"
AS-018386,"POLYGON ((145.044638611565 -37.9862010639618, 145.044741134316 -37.9856631521019, 145.044776810087 -37.9854687335332, 145.044966307434 -37.9845108834439, 145.045190817782 -37.9845373256467, 145.045168939128 -37.9846409562171, 145.045033700177 -37.9853435079432, 145.044977272504 -37.9856291397892, 145.044862618079 -37.9862338066061, 145.044638611565 -37.9862010639618))"
AS-018387,"POLYGON ((145.044000193962 -37.9894249004855, 145.044039222523 -37.9894087881468, 145.044341313621 -37.9877878444588, 145.044563516709 -37.9878157815525, 145.044545595144 -37.9879118178591, 145.044248005045 -37.9894963398484, 145.044314125426 -37.9895362798427, 145.044116648301 -37.989610404768, 145.044000834436 -37.9896537164626, 145.044000193962 -37.9894249004855))"
AS-018388,"POLYGON ((145.045226009939 -37.9831984204601, 145.045245591814 -37.9830997981864, 145.045282946971 -37.9829106340335, 145.045543440565 -37.9815764649992, 145.045780878572 -37.9816002371532, 145.04576898882 -37.9816664553608, 145.045632754751 -37.9823683608571, 145.045592899497 -37.9825573934761, 145.045474967769 -37.9831272218619, 145.04545489125601 -37.9832230423452, 145.045226009939 -37.9831984204601))"
AS-018389,"POLYGON ((145.044966307434 -37.9845108834439, 145.045226009939 -37.9831984204601, 145.04545489125601 -37.9832230423452, 145.045432187188 -37.9833320662572, 145.045214328368 -37.9844193936942, 145.045212976579 -37.9844317171667, 145.045190817782 -37.9845373256467, 145.044966307434 -37.9845108834439))"
AS-018390,"POLYGON ((145.045543440565 -37.9815764649992, 145.046032685992 -37.9790735010626, 145.04629295088 -37.9791034188915, 145.046252291274 -37.9791254526546, 145.045985706699 -37.9805399066471, 145.045958088855 -37.9806754334186, 145.045792913169 -37.981532849837, 145.045780878572 -37.9816002371532, 145.045543440565 -37.9815764649992))"
AS-018391,"POLYGON ((144.99850420051 -37.8903329363988, 144.99874589047 -37.8902722529584, 144.999604102292 -37.8908930630656, 145.000462351222 -37.8910002905027, 145.000449374604 -37.8910806346502, 145.000433351474 -37.8911811132478, 144.999496579584 -37.8910634488195, 144.99850420051 -37.8903329363988))"
AS-018392,"POLYGON ((145.00065893558 -37.8912198216823, 145.000678831082 -37.8911149029929, 145.000692797861 -37.8910399826654, 145.001544691079 -37.8911426785082, 145.001837615919 -37.8910460009694, 145.001892148125 -37.8910268308592, 145.001890258532 -37.8912228935465, 145.001474886779 -37.8913607478107, 145.001212150862 -37.8912871653773, 145.00065893558 -37.8912198216823))"
AS-018393,"POLYGON ((144.992882764199 -37.9064022584863, 144.992913780843 -37.90623607161, 144.992930064057 -37.9062521198197, 144.993874834942 -37.9063457333316, 144.993885946797 -37.9063386233412, 144.99390761546 -37.9063280886807, 144.993931353599 -37.9063209236224, 144.993956479111 -37.9063171165349, 144.993981734134 -37.906316916321, 144.994007007434 -37.9063202309674, 144.994031046042 -37.9063271292281, 144.994053063956 -37.9063372372359, 144.994072500094 -37.9063502750756, 144.994088568454 -37.9063658688806, 144.994065148474 -37.9065037087125, 144.992906898711 -37.9063888823421, 144.992882764199 -37.9064022584863))"
AS-018394,"POLYGON ((145.021893269355 -37.9737283554592, 145.021931685908 -37.9737009755658, 145.021936176369 -37.9736821266952, 145.022073827904 -37.9729690093438, 145.022157346838 -37.972978975218, 145.022246426949 -37.9729895752664, 145.02209695913 -37.9737527789387, 145.021893269355 -37.9737283554592))"
AS-018395,"POLYGON ((145.025567124088 -37.931744413866, 145.025605962482 -37.9317216353853, 145.025700667282 -37.9313713186181, 145.025937622888 -37.9300287691188, 145.026155245783 -37.9300595461899, 145.026138343625 -37.9301555074038, 145.026006177313 -37.9309154079915, 145.02597268674 -37.9311083268895, 145.025864630249 -37.9317281395936, 145.025892196094 -37.9317567186767, 145.025567124088 -37.931744413866))"
